id,category,response,flag
806,START,Start where clearly articulating goals of learning for each assignment and resources that can and cannot be drawn on.,
807,START,Loomis should start giving harsher punishment to those who use AI to write and generate writing.,
808,START,Start setting clear expectations for each assignment and permitted usage when it comes to study guides or revision examples.,
809,START,Start showing students how to use AI to best benefit them.,
810,START,"Start setting boundaries and rubrics on AI use for assignments, pointing out where student might have used AI.",
811,START,Start having classes surrounding AI and keeping up with the new innovations.,
812,START,Loomis should start to spread awareness and teach students how to properly and beneficially use AI.,
813,START,"I think we should start being more transparent, more open to discussions about AI because it will help everyone move forward.",
814,START,Then we should start using Flint and more classes and taking advantage of the unique tool.,
815,START,Loomis should start using AI in ways that can encourage community engagement.,
816,START,"Start having more personal assignments, therefore limiting what AI would be helpful for.",
817,START,"I think we're doing a lot of things pretty well, but I'm pretty ignorant on the topic admittedly.",
818,START,"Start using AI to gain outside perspectives for last-minute plans, or just give more time to students.",
819,START,"Start leveling the playing field for access to AI by students. Perhaps offer something that all students can access, so those who can't afford subscriptions aren't at a disadvantage.",
820,START,"Loomis should start being more open to AI use in all areas, because it is a great learning tool.",
821,START,And we should start being more encouraging about authentic and voice-based assignments.,
822,START,Loomis should start using AI as a tool.,
823,START,Start bringing out-of-class work back in new ways.,
824,START,And we should start encouraging AI study tools.,
825,START,Start being more open to using it as it can be very useful.,
826,START,Start being more specific about expectations.,
827,START,Start a zero-AI policy when it comes to classwork.,
828,START,Start being more open to students using AI for editorial advice.,
829,START,Start showing how to use it in the context of classes.,
830,START,Start letting students feel more comfortable using it.,
831,START,We should start incorporating AI feedback for our papers. It can be very helpful. There are ways to responsibly receive feedback without having AI rewrite the whole paper.,
832,START,Incorporate it more in class projects so kids learn how to use it appropriately. I should teach class about it.,
833,START,"Start teaching children how to use AI to the best, showing how to prompt and how to understand how to get the best result you're looking for.",
834,START,Start being intentional about goals and clearer on when AI is not impacting goals.,
835,START,Loomis should ban certain AI tools and set up a system of control where they have oversight of kids' use of AI.,
836,START,"Start having more creative assignments, I need genuine thinking, and thoughts, and personal memories or ideas.",
837,START,Encourage students to create clear guidelines on what AI can be permitted for within the school.,
838,START,Loomis should start giving harsher punishment to those who use AI to write and generate writing.,
839,START,"Start using it to help revise and receive feedback. When a student is doing work alone, they should be allowed to use AI for feedback.",
840,START,Start having conversations with students or a class and when and how they can use it.,
841,START,"Start being clear about how to use it appropriately, getting training students so they can learn boundaries and guardrails.",
842,START,We should start having more communications between the teachers and the students and educate people on how to harness AI correctly and appropriately.,
843,START,Loomis should start being more open with kids using it for studying and resources.,
844,START,"Start using it more to help with studying study guides, prepping for assignments.",
845,START,Start providing more clear ways on what they expect with AI.,
846,START,Start being more clear on what's unacceptable uses of AI in classes by teachers and transparency from teachers of AI use.,
847,START,Start expecting more students to use AI in the correct way.,
848,START,Start considering AI usage in different in every department. Especially the arts.,
849,START,Start using AI to help you learn better.,
850,START,Start giving detailed parameters for students to use AI so there's no guessing when and if it's okay to use.,
851,START,Loomis should start using AI in ways that can encourage community engagement.,
852,START,And we should start being more clear on how to use AI in class.,
853,START,Loomis should ban certain AI and set up a system of control where they have control in kids' use of AI.,
854,START,Then we should start being more clear about when AI is okay or not. Start using AI to gain outside perspectives for last-minute plans or just take more time to students.,
855,START,"Start leveling the playing field for access to AI by students. Perhaps we offer something that all students can access, so those who can afford subscriptions can use. Start to open up more discussions in classroom about AI use. Start.",
856,START,Start talking about it.,
857,START,Start talking more about loss of human connection as a result of AI.,
858,START,Start teaching students how to use it well and how to benefit from the powerful tools out there.,
859,START,Start allowing the room for flexibility and trust to be fostered among students and teachers.,
860,START,I think that we should start a 0 AI policy when it comes to classwork.,
861,START,Start teaching us about all the different types of AI and tools they have.,
862,START,Start allowing AI.,
863,START,Start having posted guidelines about AI use and engage with AI in the classes.,
864,START,Start teaching us the ways we can use it within the existing policy.,
865,START,"We should start outlining more clear guidelines for AI, specific for each class and assignment to leave out ambiguity.",
866,CONTINUE,I think Loomis should continue having sessions like this.,
867,CONTINUE,Loomis should continue to question and talk about how our school can use AI for good.,
868,CONTINUE,Loomis should continue learning more about AI and figure out the best way to utilize it.,
869,CONTINUE,"Continue doing, continue to be open-minded about AI, as it can be very positive.",
870,CONTINUE,Do workshops like the one we are currently in.,
871,CONTINUE,I think Loomis should continue to use AI as a helpful study help / guide.,
872,CONTINUE,Continue investigating ways to use AI for the betterment of students.,
873,CONTINUE,Continue to study and understand how AI is impacting student learning and adjust appropriately.,
874,CONTINUE,We should continue to have student and teacher conversations to determine where the line with AI is.,
875,CONTINUE,I appreciate how teachers are flexible with AI use and change the parameters based on the given assignment. Loomis should continue assigning more in class work.,
876,CONTINUE,Continue not allowing AI to completely replace work.,
877,CONTINUE,Loomis should continue using AI for creating help and study guides.,
878,CONTINUE,Continue our system of human feedback and connections.,
879,CONTINUE,"Loomis should continue allowing for discussion about AI, but also be willing to adapt / clarify policy.",
880,CONTINUE,Continue allowing AI in certain context.,
881,CONTINUE,"Continue, help create study guides.",
882,CONTINUE,"Continue clear, explicit explanation of what constitutes allowable AI use on an assignment by assignment basis.",
883,CONTINUE,Loomis should continue to have more talks about AI and how it's not all bad.,
884,CONTINUE,When we should continue advocating the negative effects of AI.,
885,CONTINUE,Loomis should continue to have talks like this about AI.,
886,CONTINUE,"Continue developing AI practice tools for specific classes / lessons, (Flint).",
887,CONTINUE,Loomis should continue hosting people to talk about AI and inform us about it.,
888,CONTINUE,Loomis should continue welcoming AI while maintaining caution.,
889,CONTINUE,Continue encouraging students to write their own work.,
890,CONTINUE,Continue encouraging learning to think on your own.,
891,CONTINUE,Loomis should continue using AI checkers to check essays as it encourages integrity with work.,
892,CONTINUE,We should continue setting clear expectations for AI use.,
893,CONTINUE,Loomis should continue using AI checkers to check essays as it encourages integrity with work.,
894,CONTINUE,Continue distinguishing and punishing students to use AI because it's not fair that they can get away with it.,
895,CONTINUE,Loomis should continue finding new ways to talk about AI.,
896,CONTINUE,"Continue distinguishing and punishing students who use AI inappropriately, because it's not fair that they can get away with it.",
897,CONTINUE,Continue engaging an open conversation about AI and listening to perspectives of both teachers and students.,
898,CONTINUE,Continue banning AI on certain homework / essay assignments.,
899,CONTINUE,Continue building AI policy within and across academic discipline.,
900,CONTINUE,Continue to have discussions like this that involve and include the students.,
901,CONTINUE,Continue having discussions with students about its impact and how it can be used appropriately.,
902,CONTINUE,Continue making us aware of the dangerous issues and benefits of it.,
903,CONTINUE,I think we should continue to have conversations about AI and debate it.,
904,CONTINUE,Continue thinking about AI use in school and careers.,
905,CONTINUE,Continue exploring and experimenting.,
906,CONTINUE,Continue student and faculty discussions on AI topics.,
907,CONTINUE,Loomis should continue having guided discussions on ethical AI use.,
908,CONTINUE,Continue using AI as a study tool for clarification on assignments and topics one is struggling with.,
909,CONTINUE,Continue engaging with student opinions.,
910,CONTINUE,Continue the dialogue about AI so we can continue to learn and grow together as a community.,
911,CONTINUE,Loomis should continue having conversations regarding the future of AI at Loomis Chaffee.,
912,CONTINUE,Loomis should continue having conversations regarding the future of AI at Loomis Chaffee.,
913,CONTINUE,We should continue clearly setting expectations on when it's okay to use AI and English classes.,
914,CONTINUE,Loomis should continue to adapt to the world of AI instead of acting like it's an all-or-nothing situation.,
915,CONTINUE,Continue to have assignments where AI is required.,
916,CONTINUE,Then we should continue discussing. And having awareness about what using AI really means for us as students and teachers.,
917,CONTINUE,Continue having students and faculty share opinions and best practices around AI use.,
918,CONTINUE,Continue asking students how they are using AI.,
919,CONTINUE,Continue having students and faculty share opinions and best practices around AI use.,
920,CONTINUE,We should continue with the AI policy that the school has.,
921,CONTINUE,Continue being open to discussion about it and not panicking about the future.,
922,CONTINUE,Continue having the mindset that it hinders learning.,
923,CONTINUE,Continue exploring how we can implement AI with learning and school in a productive manner.,
924,CONTINUE,Continue asking questions and holding opportunities like this.,
925,CONTINUE,Continue using AI for study tools and help.,
926,CONTINUE,Continue clearly stating AI rules with each assignment to prevent the gray area when it comes to using AI tools.,
927,CONTINUE,Continue teaching us where it could be helpful with assignments.,
928,CONTINUE,Continue using AI to create study guides and quizzes to help prepare students for tests.,
929,CONTINUE,Continue using AI for posters and infographics to promote games and community events.,
930,CONTINUE,Continue learning about AI and open discussion.,
931,CONTINUE,Loomis should continue the preaching of the importance of being able to think.,
932,CONTINUE,Continue the red light system.,
933,CONTINUE,"If the teacher can tell an essay is written with AI, confront the student about it, add consequences if needed.",
934,CONTINUE,Continue allowing students to use AI in replacement for simple arithmetic.,
935,CONTINUE,"Then we should continue their stance on AI, where it is not a complete block on using AI, but that it depends on the circumstance.",
936,CONTINUE,Continue keeping this at the forefront with regular discourse with the students.,
937,CONTINUE,Continue developing A committee to agree on the appropriate uses of AI.,
938,CONTINUE,Continue having open dialogue between students and teachers about AI.,
939,CONTINUE,Continue encouraging critical thinking before using AI.,
940,CONTINUE,Continue incorporating AI into academics of Loomis.,
941,CONTINUE,Continue creating AI tutors for students to use while refining them to be fully optimized and utilize AI for good purposes that you determine.,
942,CONTINUE,"Continue to incorporate AI and other generative technologies into learning, both in and out of the classroom.",
943,CONTINUE,Continue adopting and changing the rules as AI continues to advance.,
944,CONTINUE,Continue looking at ways to solve the problems AI poses as they do now.,
945,CONTINUE,Continue having open conversations about AI.,
946,CONTINUE,Continue learning about how AI is being used and understand why students use it.,
947,CONTINUE,Establish other methods of studying before consulting AI.,
948,CONTINUE,Continue to engage in conversations that include student input.,
949,CONTINUE,Continue open dialogue between students and teachers.,
950,CONTINUE,Continue providing students with lists of acceptable uses of AI for their assignments.,
951,CONTINUE,Continue having Conversations about it with students and teachers.,
952,CONTINUE,Keep innovating with AI.,
953,CONTINUE,Loomis should keep giving students ways to study with AI like Flint.,
954,CONTINUE,"Loomis should continue holding discussions with teachers and students about AI to speak up to date on the uses of the, and advancement of the technology. Loomis should continue encouraging conversations around AI.",
955,CONTINUE,"Loomis should continue having conversations between students, all students, not just StuCo, et cetera, and teachers about AI usage.",
956,CONTINUE,Something Loomis Chaffee should continue doing when it comes to AI is discussing the ways that foster openness and food for thought.,
957,CONTINUE,Continue to give us some freedom and trust surrounding AI use.,
958,CONTINUE,We only should continue to implement possible AI use when permitted.,
959,CONTINUE,Loomis should continue holding discussions with teachers and students about AI to stay up to date on the uses and advancement of the technology.,
960,CONTINUE,Loomis should continue maintaining the boundaries of our use of AI.,
961,CONTINUE,"Loomis should continue having conversations between all students, not just StuCo, and teachers about AI usage.",
962,CONTINUE,Loomis Chaffee should continue discussing AI in ways that foster openness and food for thought.,
963,CONTINUE,Loomis should continue educating kids about AI use.,
964,CONTINUE,Continue to give clear guidelines on AI use.,
965,CONTINUE,Having talks like this should be continued as they are informative.,
966,CONTINUE,"Continue doing the green, yellow, red light to let students know when they can use AI and when they can.",
967,CONTINUE,Loomis should continue to provide guidance on when to and when not to use AI.,
968,CONTINUE,"Continue providing guidance on when to and when to not use AI. Nice. Continue clarifying guidelines on an institutional or departmental level, engaging students at all levels of this discussion.",
969,CONTINUE,Continue making more teacher crafted bots that align with our curriculum to help students outside of class.,
970,CONTINUE,Continue facilitating conversations around acceptable use.,
971,CONTINUE,"Continue evolving teachers and students in the conversation. Our discussion today was great, and the students had really valuable insights.",
972,CONTINUE,"Then we should continue allowing teachers to set parameters and acceptable cases, / uses of generative AI.",
973,CONTINUE,I think Loomis should continue to not allow students to submit work that was produced by AI.,
974,CONTINUE,Continue to emphasize cautionary use of AI without personal opinions influencing AI use.,
975,CONTINUE,Continue finding ways to use AI to support assignments. Don't just run away from it.,
976,CONTINUE,Continue providing guidance on when to and when not to use AI.,
977,CONTINUE,Continue adapting classes and assignments with the use of AI in mind.,
978,CONTINUE,"Continue conversations about acceptable and unacceptable AI use, having students and faculty speak to one another in an informal setting is really helpful and informative.",
979,CONTINUE,Then we should continue having conversations about AI use and educating students and teachers.,
980,CONTINUE,We should continue to have conversations like this about AI with students and teachers.,
981,CONTINUE,"Continue trying to adapt to AI innovation, mimicking real world applications of AI.",
982,CONTINUE,Then we should continue having conversations about AI use.,
983,CONTINUE,"I think Loomis Chaffee should continue triaging assignments based on the expectations for the use of AI, green, yellow, red, etc.",
984,CONTINUE,"Continue involving teachers and students in the conversation. Our discussion today was great, and the students had really valuable insights.",
985,CONTINUE,Loomis should continue allowing teachers to set parameters and acceptable cases / uses of generative AI.,
986,CONTINUE,Continue teachers being clear and straightforward around AI policies for every assessment.,
987,CONTINUE,Continue using AI as a tool that facilitates the study process.,
988,CONTINUE,Continue allowing AI in general unless told otherwise.,
989,CONTINUE,Continue getting feedback from students about AI.,
990,CONTINUE,"Continue to use some AI detectors like Turnitin for people who plainly use AI for their work, so that they can get caught.",
991,CONTINUE,Continue letting it be used for studying.,
992,CONTINUE,Continue encouraging use for studying or testing yourself.,
993,CONTINUE,Loomis should continue having an encouraging conversation on how to best use AI since it's not going away.,
994,CONTINUE,Continue avoiding it in original thought processes like essays.,
995,CONTINUE,Continue clearly identifying and laying out the rules for AI use on every assignment.,
996,CONTINUE,Continue to provide Quizlet Plus.,
997,CONTINUE,Continue using AI as a tool to make education more efficient.,
998,CONTINUE,"Continue to provide study guides, we can input them into AI for a mock assessment.",
999,CONTINUE,"Continue educating both faculty and students on AI, how to use it successfully and the pitfalls.",
1000,CONTINUE,They should continue using AI to create study guides for students.,
1001,CONTINUE,"Continue learning about it being used in good ways, not bad.",
1002,CONTINUE,Continue being open to the use of AI and understanding how it is used.,
1003,CONTINUE,Then we should continue having students use the flint AI tool and using AI in a healthy way.,
1004,CONTINUE,Continue refining our school wide policies and best practices.,
1005,CONTINUE,"Continue to use some AI detectors like Turnitin for people who plainly use AI for their work, so that they can get caught.",
1006,CONTINUE,Loomis should continue to have healthy conversations. AI.,
1007,CONTINUE,And Loomis Chaffee should continue in engaging Flint for language classes. We should continue discouraging the use of AI when not needed.,
1008,CONTINUE,"Loomis should keeping specific, especially teacher to teacher, about what is okay in what classes.",
1009,CONTINUE,Continue allowing it to be used in some capacity and not completely restricting it.,
1010,CONTINUE,Continue valuing student voices and authentic writing.,
1011,CONTINUE,Continue to provide Quizlet Plus.,
1012,CONTINUE,"Having continue having students talk to faculty about how they use, how they want to use, and if / how they want teachers to use AI.",
1013,CONTINUE,"Continue trying to lessen the use of AI via methods like having in-class essays, lockdown browser, more creative assignments, et cetera.",
1014,CONTINUE,Continue using tools like Flint that allows students to have a more structured studying format.,
1015,CONTINUE,Continue using AI to make study guides.,
1016,CONTINUE,Continue. To discuss AI use and bring in outside experts to help us make best use of AI.,
1017,CONTINUE,"Continue providing red, yellow, and green lights throughout assignment.",
1018,CONTINUE,"Continue dialogue that includes students, especially as we create policy. Continue drawing on expertise from outside the school.",
1019,CONTINUE,Continue having discussions about how it is used.,
1020,CONTINUE,Loomis should continue to have healthy conversations about AI.,
1021,CONTINUE,Loomis Chaffee should continue engaging Flint for language classes.,
1022,CONTINUE,"Continue hosting conversations like this, if not super helpful. At least very interesting.",
1023,CONTINUE,We should continue conversations between the teachers and the students to learn better from each perspective.,
1024,CONTINUE,Continue using AI tutors like Flint for classes when teachers are busy.,
1025,CONTINUE,Loomis should continue to educate students about how to use AI.,
1026,CONTINUE,Continue to find more ways AI can be helpful and keep allowing students to use it for study help.,
1027,CONTINUE,Loomis should continue teaching us about AI.,
1028,CONTINUE,"Continue having students talk to faculty about how they use AI, how they want to use it, and if / how they want teachers to use AI.",
1029,CONTINUE,Continue to address AI and make everyone more aware of it.,
1030,CONTINUE,Continue to allow people to learn and be comfortable with AI because there's no avoiding it.,
1031,CONTINUE,Continue to discuss the importance of AI.,
1032,CONTINUE,Continue having an open mind and educating students on how to use AI effectively.,
1033,CONTINUE,We should continue to not allow students to use it in the English department.,
1034,CONTINUE,Continue clear policies and communication between teachers and students.,
1035,CONTINUE,Continue having open dialogue and being willing to change and adapt.,
1036,CONTINUE,Continue to address AI and to educate us in the best ways to use it.,
1037,CONTINUE,Continue giving teachers the ability to choose the AI use.,
1038,CONTINUE,Continue AI tutors for classes as 7 teachers.,
1039,CONTINUE,Continue using points.,
1040,CONTINUE,Habit be used for studying but not assessment.,
1041,CONTINUE,Continue putting policies for each assignment and being clear about when it crosses the line.,
1042,CONTINUE,Continue having conversations around AI. Help with AI not being a taboo.,
1043,CONTINUE,Continue introducing conversations around AI.,
1044,CONTINUE,Continue. Loomis has done a good job of working with people to try and understand AI and what we should be moving forward.,
1045,CONTINUE,Continue making guidance specific for each class.,
1046,CONTINUE,Loomis should continue using AI to create study tools. Students should also continue using AI for help and explanations when teachers aren't available.,
1047,CONTINUE,"Continue hosting conversations like this — if not super helpful, at least very interesting.",
1048,CONTINUE,Continue allowing us to use it as a study tool.,
1049,CONTINUE,Continue having teachers create study guides.,
1050,CONTINUE,Continue encouraging AI use.,
1051,CONTINUE,Loomis should continue to be open to learning new ways to incorporate AI in school.,
1052,CONTINUE,Continue to let students use AI as a study tool openly without shame.,
1053,CONTINUE,Continue using AI to refine your own ideas.,
1054,CONTINUE,Continue utilizing it as a learning tool appropriately in the classroom.,
1055,CONTINUE,Continue to understand that it can be a helpful tool in some instances.,
1056,CONTINUE,Loomis should continue embracing integration and presence of AI.,
1057,CONTINUE,Then we should continue talking about AI and continue to not punish use of it.,
1058,CONTINUE,Continue uptraining to help people learn the best tools and uses of AI for learning and execution without losing our humanity.,
1059,CONTINUE,Continue facilitating These types of discussions and on how to use it.,
1060,CONTINUE,"Continue understanding that many people use AI to benefit. Like, using it to study.",
1061,CONTINUE,Continue to not allow students to submit work that was produced by AI.,
1062,CONTINUE,Continue to let us use it for things like studying. This should continue letting students use AI.,
1063,CONTINUE,Loomis should keep being specific about when we can and can't use it.,
1064,CONTINUE,Continue learning and including the students.,
1065,CONTINUE,Continue being transparent about AI and having talks.,
1066,CONTINUE,"Continue to be curious and willing to engage. And maintain such build, such expand relationships.",
1067,CONTINUE,Continue to get feedback from students about the new forms of AI being tried.,
1068,CONTINUE,Continue to prohibit AI from writing whole essays or work. It's not a good idea for students to have AI write for them.,
1069,CONTINUE,Continue creating personalized AI tutors that are available along with your teacher.,
1070,CONTINUE,"I believe teachers should continue experimenting with AI in their classes as a tool to help students on specific assignments, as long as it doesn't overhaul the learning process.",
1071,CONTINUE,Continue placing policies on AI to continue having restrictions on when AI is good to use or not.,
1072,CONTINUE,Continue to find more ways that AI can be helpful in also having transparency and setting expectations.,
1073,CONTINUE,Loomis should continue letting students use AI for study help.,
1074,CONTINUE,Make sure the details on AI use are clear in the rubric.,
1075,CONTINUE,"Loomis should continue emphasizing transparency when using AI, such as on process notes.",
1076,CONTINUE,"Loomis should continue to, if not, more promote the discussions of AI and foster the communication between teachers and the students so that both sides are on the same page.",
1077,CONTINUE,I think Loomis should continue to solidify the AI policy and make it more concrete for both students and faculty.,
1078,CONTINUE,Loomis should continue using Flint and allowing students to generate practice from AI.,
1079,CONTINUE,Creating personalized AI tutors that are available along with your teacher.,
1080,CONTINUE,"I believe teachers should continue experimenting with AI in their classes as a tool to help students on specific assignments, as long as it doesn't overhaul. The learning process.",
1081,CONTINUE,We should continue emphasizing human work over AI.,
1082,CONTINUE,The Loomis should continue letting students use AI for study help.,
1083,CONTINUE,Continue to reflect on the historical tradition of writing at this institution and the place it has in developing independent thought and agency.,
1084,CONTINUE,And we should continue to address AI and further our education of it.,
1085,CONTINUE,Then I should continue encouraging AI in a transparent way.,
1086,CONTINUE,It's not taboo to talk about it the way it's used. Scratch that. It's not taboo to talk about it the way it used to be. That's good to see.,
1087,CONTINUE,They should keep having workshops like these because it removes the boundary that AI sets up between teachers and students.,
1088,CONTINUE,Loomis should continue using Flint and allowing students to generate practice from AI.,
1089,CONTINUE,Continue assignments that require AI revision or feedback.,
1090,CONTINUE,"We should continue to teach, learn, and share the opinions of AI within the student body, and keep up with the fast paced development.",
1091,CONTINUE,Loomis should continue allowing the use of AI.,
1092,CONTINUE,Continue giving clear guidelines and expectations.,
1093,CONTINUE,Continue educating both students and faculty / teachers.,
1094,CONTINUE,"Continue labeling assignments red, yellow, green, but more specific.",
1095,CONTINUE,Loomis should keep having discussions about AI use and whether it belongs in schools.,
1096,CONTINUE,Continue to raise awareness on the negative impact of ChatGPT.,
1097,CONTINUE,"Continue engaging students in these discussions about AI, and making students aware.",
1098,CONTINUE,Continue creating better use regulations about when to or not use AI.,
1099,CONTINUE,Continue being open about AI use.,
1100,CONTINUE,Continue not letting students use it for essays.,
1101,CONTINUE,Loomis should continue to allow AI in some cases where it is appropriate.,
1102,CONTINUE,Continue investing resources into being at the forefront of these issues in the high school space.,
1103,CONTINUE,Continue placing an importance on academic honesty and integrity with AI use. Continue having discussions around AI and continue having clear AI policies.,
1104,CONTINUE,Continue educating the entire community about the complicated nature of this topic.,
1105,CONTINUE,Continue to be open about AI usage and how to use it. Keep conversations transparent between students and teachers about AI.,
1106,CONTINUE,Continue allowing students to use it for the sake of improving and not cheating.,
1107,CONTINUE,Continue taking AI seriously.,
1108,CONTINUE,We should keep exploring ethical and nonethical uses of AI in and out of the classroom.,
1109,CONTINUE,Continue openly discussing the use of this tool and its benefits and drawbacks.,
1110,CONTINUE,I feel like we have to continue to keep using AI for ideas and a foundation for things.,
1111,CONTINUE,"Continuing gauging students in these discussions about AI, and making students aware.",
1112,CONTINUE,Then we should continue to allow AI use for certain assignments.,
1113,CONTINUE,Continue being honest on how we use AI and how much AI we use.,
1114,CONTINUE,"Continue looking for more in-depth solutions beyond free reign and total bans, working with and refining or revisiting goals.",
1115,CONTINUE,"Continue to know it is sometimes used for bad, but also can be used for a lot of good.",
1116,CONTINUE,Loomis should continue to understand how AI can be used as a teaching tool.,
1117,CONTINUE,Continue being clear about expectations and creating communications and understanding between teachers and students.,
1118,CONTINUE,Continue AI tutors for classes. Continue using the points system.,
1119,CONTINUE,Continue allowing AI to be used for studying but not assessment.,
1120,CONTINUE,Loomis should continue academic discipline for students who use AI improperly. Improper use is detrimental to future success.,
1121,CONTINUE,Continue facilitating conversation and discussion among students to learn why they're inclined to use it.,
1122,CONTINUE,Loomis should continue having talks like this one about the use of AI as it benefits both students and teachers.,
1123,CONTINUE,Continue for the humans to have Ownership of our work. Not AI.,
1124,CONTINUE,Continue protecting human authorship.,
1125,CONTINUE,"Continued, not allowing AI for writing.",
1126,CONTINUE,Loomis should continue prioritizing community in the age of AI.,
1127,CONTINUE,Continue accepting that it won't go away.,
1128,CONTINUE,Continue placing limits and guidelines when using AI.,
1129,CONTINUE,We should continue to make sure that students formulate their own ideas and relying solely on Those ideas as well.,
1130,CONTINUE,Continue using Flint because it is an extremely helpful resource.,
1131,CONTINUE,Continue bringing students and teachers together to talk without judgment.,
1132,CONTINUE,Continue having real conversations about the good and the bad outcomes of AI use.,
1133,CONTINUE,"Continue using AI as a helpful tool to explain difficult concepts and problems in some classes, but draw the line using AI for generating ideas and cheating.",
1134,CONTINUE,Continue being a leader in connecting AI and policy to brain science.,
1135,CONTINUE,Continue allowing kids to use it to study and make practice problems.,
1136,CONTINUE,We should continue to be curious and communicative.,
1137,CONTINUE,"We should continue showing that They care. This conversation was awesome, an example of showing care and thoughtfulness.",
1138,CONTINUE,Continue restricting AI use for writing and art-based assignments.,
1139,CONTINUE,We should Urge teachers to continue to be precise in setting expectations and boundaries of AI use and to explain to students a reasoning behind the teacher's choices.,
1140,CONTINUE,Loomis should continue holding more meetings like these so that Loomis can know more about students are feeling without students needing to worry about side effects.,
1141,CONTINUE,"Continue talking, even if it's cumbersome and annoying at times.",
1142,CONTINUE,"Continue discussing, engaging, and develop. No need for stopgap. Keep adjusting because AI will continue to develop.",
1143,CONTINUE,What is something that we should continue doing? having these conversations? This was a great way to get a new perspective rather than just being anxious about what students are doing.,
1144,CONTINUE,Continue to have conversations about AI.,
1145,CONTINUE,Continue conversations that include both teachers and students.,
1146,CONTINUE,"We should continue to promote the idea that AI should not write anything for you, and that your own ideas are important.",
1147,CONTINUE,Continue encouraging students not to use AI in their creative endeavors.,
1148,CONTINUE,Loomis should continue to promote the discussions of AI and foster communication between teachers and students so that both sides are on the same page.,
1149,CONTINUE,Loomis should continue letting students use it for study guides and don't completely ban it.,
1150,CONTINUE,Continue using AI tutors for students when the teacher is unavailable.,
1151,CONTINUE,"Continue using AI as a tutor, but only as a minor one.",
1152,CONTINUE,Continue conversations like this one.,
1153,CONTINUE,Continue being specific on AI use in certain assignments.,
1154,CONTINUE,Loomis should continue being curious about the role of AI in schools.,
1155,CONTINUE,Continue incorporating the use of AI into a learning process.,
1156,CONTINUE,"We should continue letting students use AI as tutors for out of class to create study guides, practice quizzes, tests, et cetera.",
1157,CONTINUE,Maybe we should continue to have conversations about AI.,
1158,CONTINUE,Continue bringing up AI as part of a discussion.,
1159,CONTINUE,Continue experimenting with ways that AI can improve the classroom.,
1160,CONTINUE,Loomis should continue having an open conversation with students around AI use and keep revolving.,
1161,CONTINUE,Continue allowing us to use it as a study tool or for editing purposes.,
1162,CONTINUE,"Continue having assessments or projects that both restrict and allow AI use, having transparent AI use policies for each assessment.",
1163,CONTINUE,Continue opening to AI related initiatives.,
1164,CONTINUE,Continue to create specific AI policies for assignments.,
1165,CONTINUE,Continue communicating with students and teachers about future challenges.,
1166,CONTINUE,"Continue to engage in conversations, especially as the tech continues to evolve.",
1167,CONTINUE,Continue having spaces for conversation so that Loomis as a community can get a better understanding of AI usage.,
1168,CONTINUE,"Continue having conversations between students, faculty, and the deans about AI.",
1169,CONTINUE,"Loomis should continue letting students use AI as tutors for out of class to create study guides, practice quizzes, tests, etc.",
1170,CONTINUE,Loomis should continue not blindly trusting AI checkers.,
1171,CONTINUE,"Continue talking about it, letting us use it to study for tests.",
1172,CONTINUE,Continue using AI for and in useful situations and as teaching tools.,
1173,CONTINUE,"Continue to be worried about how AI and learning I've been to each other, blend into one another, upend and help each other.",
1174,CONTINUE,Loomis should continue having an open conversation with students around AI use and keep evolving.,
1175,CONTINUE,Continue having open-minded conversations.,
1176,CONTINUE,"Continue training around AI, specific and not too theoretical.",
1177,CONTINUE,Continue to embrace AI.,
1178,CONTINUE,Continue to talk about AI instead of ignoring it.,
1179,CONTINUE,Continue fostering open conversation about AI and making teacher expectations clear.,
1180,CONTINUE,Continue having discussions about it.,
1181,CONTINUE,"Continue making study tools, assuming asking it questions.",
1182,CONTINUE,Continue allowing AI to be used for assignments.,
1183,CONTINUE,Loomis should continue to do informational events like this to help people be informed.,
1184,CONTINUE,Continue helping students learn how to use it by adding more speakers.,
1185,CONTINUE,Continue being open-minded and thought partners in this new landscape.,
1186,CONTINUE,Continue to allow / enforce Flint AI.,
1187,CONTINUE,Continue conversation with both teachers and students present.,
1188,CONTINUE,Continue to use tools to help students outside of class when teachers are unavailable.,
1189,CONTINUE,Loomis should continue to host open conversations about the disconnect between students and faculty.,
1190,CONTINUE,Continue giving students opportunities to talk or explain their work when one thinks AI was used. Continue talking about AI and letting teachers use it and talk about it with students.,
1191,CONTINUE,Continue teaching AI and open conversations.,
1192,CONTINUE,Continue educating on how to use it better and with more integrity.,
1193,CONTINUE,Continue conversations about this.,
1194,CONTINUE,Continue acknowledging the importance of AI in the future.,
1195,CONTINUE,Loomis should continue to use AI for studying.,
1196,CONTINUE,We should continue to find ways on educating students and teachers about AI.,
1197,CONTINUE,"Continue the red, yellow, green system for assignments.",
1198,CONTINUE,Teachers should show us how they work with AI and point out the benefits as well as the faults. It has been very helpful in the way we navigate AI.,
1199,CONTINUE,Continue discussions between students and teachers to hear students' perspectives.,
1200,CONTINUE,Continue questioning and having transparent conversations about AI and its place in our school.,
1201,CONTINUE,Continue allowing us to use it for editing.,
1202,CONTINUE,Continue having an open mindset for integrating AI use in education.,
1203,CONTINUE,Continue giving boundaries with AI for some assignments.,
1204,CONTINUE,Continue trying to work through the problems of AI.,
